Thành_Phố,Thành_Phố_Encoded,Quận_Huyện,Quận_Huyện_Encoded,Giá_Cho_Thuê,Log_Giá,Diện_Tích_m2,Log_Diện_Tích,Tổng_Tiện_Ích,Máy_Lạnh,Nóng_Lạnh,Thang_Máy,Tủ_Lạnh,Máy_Giặt,Đầy_Đủ_Nội_Thất,Có_Gác_Lửng,Bảo_Vệ_An_Ninh,Giờ_Tự_Do,Không_Chung_Chủ
Hồ Chí Minh,3.483592790617849,Tân Phú,3.113235294117647,3.7,1.547562508716013,25.0,3.258096538021482,4,1,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.0,1.9459101490553132,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,3.7,1.547562508716013,27.0,3.332204510175204,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,3.9,1.589235205116581,30.0,3.4339872044851463,2,0,0,0,0,1,0,0,1,0,0
Hồ Chí Minh,3.483592790617849,2,4.978947368421053,5.5,1.8718021769015913,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,2,4.978947368421053,5.5,1.8718021769015913,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,4.0,1.6094379124341003,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Phú,3.113235294117647,3.6,1.5260563034950494,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,3.5,1.5040773967762742,40.0,3.713572066704308,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,5.8,1.916922612182061,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,5,3.7526315789473683,2.5,1.252762968495368,10.0,2.3978952727983707,1,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,3.483592790617849,5,3.7526315789473683,4.8,1.7578579175523736,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,4.5,1.7047480922384253,32.0,3.4965075614664802,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,1.6,0.9555114450274363,40.0,3.713572066704308,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,5.8,1.916922612182061,28.0,3.367295829986474,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,10,3.5974358974358975,2.2,1.1631508098056809,10.0,2.3978952727983707,3,0,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,3.483592790617849,7,3.378409090909091,2.3,1.1939224684724346,10.0,2.3978952727983707,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,9,2.6492753623188405,2.0,1.0986122886681098,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,3,3.3975,1.7,0.9932517730102833,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,2.5,1.252762968495368,20.0,3.044522437723423,3,0,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.4,1.2237754316221157,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.0,1.0986122886681098,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.4,1.2237754316221157,16.0,2.833213344056216,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.5,1.252762968495368,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,4.8,1.7578579175523736,39.0,3.6888794541139363,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.0,1.9459101490553132,34.0,3.5553480614894135,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.0,1.9459101490553132,38.0,3.6635616461296463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.0,1.9459101490553132,34.0,3.5553480614894135,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.0,1.791759469228055,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,5.2,1.824549292051046,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,4.5,1.7047480922384253,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,4.5,1.7047480922384253,45.0,3.828641396489095,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,5.3,1.840549633397487,35.0,3.58351893845611,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,3,3.3975,2.8,1.33500106673234,15.0,2.772588722239781,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,7,3.378409090909091,4.0,1.6094379124341003,30.0,3.4339872044851463,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.3,1.840549633397487,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,5.8,1.916922612182061,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.8,1.916922612182061,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.8,1.916922612182061,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.9,1.9315214116032138,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,6.2,1.9740810260220096,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.7,1.9021075263969205,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.7,1.308332819650179,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,2.3,1.1939224684724346,22.0,3.1354942159291497,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,8,3.0666713809523807,3.0,1.3862943611198906,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,3.5,1.5040773967762742,15.0,2.772588722239781,1,0,0,0,0,0,0,1,0,0,0
Hồ Chí Minh,3.483592790617849,8,3.0666713809523807,4.2,1.6486586255873816,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,4.0,1.6094379124341003,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,4.2,1.6486586255873816,25.0,3.258096538021482,6,0,0,1,0,1,1,0,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,1.3,0.832909122935104,35.0,3.58351893845611,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Nhà Bè,3.3666666666666667,3.1,1.410986973710262,17.0,2.8903717578961645,7,1,1,1,1,1,1,0,0,0,1
Hồ Chí Minh,3.483592790617849,12,3.1288135593220336,1.4,0.8754687373538999,45.0,3.828641396489095,4,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,5.1,1.8082887711792655,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,9,2.6492753623188405,3.4,1.4816045409242156,20.0,3.044522437723423,3,0,0,0,0,0,0,1,1,1,0
Hồ Chí Minh,3.483592790617849,9,2.6492753623188405,3.8,1.5686159179138452,25.0,3.258096538021482,5,1,0,0,1,0,1,1,1,0,0
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,3.8,1.5686159179138452,25.0,3.258096538021482,5,0,0,1,0,0,1,0,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.0,1.9459101490553132,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.5,1.8718021769015913,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,11,3.457142857142857,4.3,1.667706820558076,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,3.9,1.589235205116581,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.8,1.916922612182061,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,10,3.5974358974358975,4.0,1.6094379124341003,24.0,3.2188758248682006,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.5,1.8718021769015913,32.0,3.4965075614664802,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.8,1.916922612182061,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Tân,3.1076923076923078,5.5,1.8718021769015913,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,2.2,1.1631508098056809,10.0,2.3978952727983707,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,10,3.5974358974358975,5.0,1.791759469228055,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,5,3.7526315789473683,1.5,0.9162907318741551,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,3.0,1.3862943611198906,20.0,3.044522437723423,4,1,0,0,0,0,0,0,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,3.4,1.4816045409242156,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,7,3.378409090909091,4.0,1.6094379124341003,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,3.2,1.4350845252893227,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,4.5,1.7047480922384253,25.0,3.258096538021482,4,1,1,0,1,0,0,0,1,0,0
Hồ Chí Minh,3.483592790617849,12,3.1288135593220336,3.5,1.5040773967762742,25.0,3.258096538021482,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,4.0,1.6094379124341003,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,1.55,0.9360933591703348,36.0,3.6109179126442243,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,2.7,1.308332819650179,22.0,3.1354942159291497,3,0,0,0,0,1,0,0,0,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,4.7,1.7404661748405046,30.0,3.4339872044851463,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,3.5,1.5040773967762742,14.0,2.70805020110221,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.5,1.8718021769015913,42.0,3.7612001156935624,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.8,1.916922612182061,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,5.5,1.8718021769015913,40.0,3.713572066704308,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,5.7,1.9021075263969205,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.5,1.8718021769015913,30.0,3.4339872044851463,10,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,4.9,1.7749523509116738,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,3.5,1.5040773967762742,16.0,2.833213344056216,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,5.5,1.8718021769015913,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,7,3.378409090909091,3.4,1.4816045409242156,42.0,3.7612001156935624,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Phú,3.113235294117647,2.6,1.2809338454620642,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Hóc Môn,2.8000000000000003,3.5,1.5040773967762742,45.0,3.828641396489095,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,3.3,1.4586150226995167,15.0,2.772588722239781,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,3.2,1.4350845252893227,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.9,1.3609765531356006,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,3.5,1.5040773967762742,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,12,3.1288135593220336,3.5,1.5040773967762742,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,5.5,1.8718021769015913,32.0,3.4965075614664802,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.3,1.1939224684724346,12.0,2.5649493574615367,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,3,3.3975,4.5,1.7047480922384253,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,1.8,1.0296194171811583,35.0,3.58351893845611,5,1,0,0,1,1,1,0,1,0,0
Hồ Chí Minh,3.483592790617849,7,3.378409090909091,4.5,1.7047480922384253,27.0,3.332204510175204,5,1,0,0,1,1,1,0,1,0,0
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,3.5,1.5040773967762742,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,3.3,1.4586150226995167,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,1.8,1.0296194171811583,40.0,3.713572066704308,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,3.5,1.5040773967762742,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,3,3.3975,2.6,1.2809338454620642,16.0,2.833213344056216,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.8,1.33500106673234,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,7,3.378409090909091,4.5,1.7047480922384253,28.0,3.367295829986474,7,0,0,1,1,1,1,0,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.8,1.916922612182061,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,3.9,1.589235205116581,35.0,3.58351893845611,4,1,0,0,0,0,1,0,1,1,0
Hồ Chí Minh,3.483592790617849,10,3.5974358974358975,4.6,1.7227665977411035,26.0,3.295836866004329,5,1,0,1,0,1,0,0,1,1,0
Hồ Chí Minh,3.483592790617849,3,3.3975,3.0,1.3862943611198906,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Chánh,2.65,1.95,1.0818051703517284,19.0,2.995732273553991,7,1,1,0,0,1,1,0,1,1,1
Hồ Chí Minh,3.483592790617849,12,3.1288135593220336,4.6,1.7227665977411035,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.0,1.0986122886681098,15.0,2.772588722239781,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.0,1.791759469228055,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Phú Nhuận,4.141935483870968,6.0,1.9459101490553132,36.0,3.6109179126442243,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.2,1.9740810260220096,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,12,3.1288135593220336,3.4,1.4816045409242156,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Không rõ,3.0203125,2.4,1.2237754316221157,26.0,3.295836866004329,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,2.7,1.308332819650179,16.0,2.833213344056216,2,1,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,6.2,1.9740810260220096,34.0,3.5553480614894135,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,3.8,1.5686159179138452,20.0,3.044522437723423,4,1,1,0,1,0,0,0,0,1,0
Hồ Chí Minh,3.483592790617849,1,4.306896551724138,7.0,2.0794415416798357,28.0,3.367295829986474,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.5,1.252762968495368,18.0,2.9444389791664403,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,9,2.6492753623188405,4.5,1.7047480922384253,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,12,3.1288135593220336,3.7,1.547562508716013,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,4.0,1.6094379124341003,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,1.5,0.9162907318741551,10.0,2.3978952727983707,3,1,0,0,0,0,0,0,0,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,2.8,1.33500106673234,25.0,3.258096538021482,4,0,0,1,0,1,0,0,0,1,1
Hồ Chí Minh,3.483592790617849,Tân Phú,3.113235294117647,3.2,1.4350845252893227,25.0,3.258096538021482,4,1,0,1,0,0,0,1,0,0,1
Hồ Chí Minh,3.483592790617849,6,3.8000000000000003,3.8,1.5686159179138452,25.0,3.258096538021482,5,1,0,1,0,1,0,1,1,0,0
Hồ Chí Minh,3.483592790617849,Gò Vấp,2.95512,2.3,1.1939224684724346,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Phú,3.113235294117647,2.8,1.33500106673234,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,1.1,0.7419373447293773,35.0,3.58351893845611,4,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,3.483592790617849,Bình Thạnh,4.439343065693431,5.7,1.9021075263969205,35.0,3.58351893845611,9,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.483592790617849,Tân Bình,3.6044444444444443,5.0,1.791759469228055,27.0,3.332204510175204,4,1,1,0,1,0,1,0,0,0,0
Hà Nội,3.5568077794117645,Hoàng Mai,3.1462121212121215,1.5,0.9162907318741551,20.0,3.044522437723423,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Hà Đông,3.740760869565217,3.5,1.5040773967762742,20.0,3.044522437723423,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Hà Đông,3.740760869565217,3.5,1.5040773967762742,18.0,2.9444389791664403,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Hoài Đức,2.6666666666666665,3.0,1.3862943611198906,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Thanh Xuân,3.7782608695652176,3.8,1.5686159179138452,30.0,3.4339872044851463,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Long Biên,3.408333333333333,3.9,1.589235205116581,31.0,3.4657359027997265,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Nam Từ Liêm,3.6808731343283583,3.5,1.5040773967762742,20.0,3.044522437723423,9,1,0,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Đống Đa,3.672463768115942,4.9,1.7749523509116738,29.0,3.4011973816621555,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Tây Hồ,3.792452830188679,2.6,1.2809338454620642,15.0,2.772588722239781,2,1,0,0,0,1,0,0,0,0,0
Hà Nội,3.5568077794117645,Nam Từ Liêm,3.6808731343283583,3.9,1.589235205116581,30.0,3.4339872044851463,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Nam Từ Liêm,3.6808731343283583,3.0,1.3862943611198906,22.0,3.1354942159291497,9,1,0,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Tây Hồ,3.792452830188679,2.7,1.308332819650179,20.0,3.044522437723423,3,1,1,0,0,1,0,0,0,0,0
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,2.6,1.2809338454620642,18.0,2.9444389791664403,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Cầu Giấy,3.7593284029850746,3.3,1.4586150226995167,24.0,3.2188758248682006,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Nam Từ Liêm,3.6808731343283583,3.7,1.547562508716013,20.0,3.044522437723423,3,1,1,0,0,1,0,0,0,0,0
Hà Nội,3.5568077794117645,Cầu Giấy,3.7593284029850746,3.2,1.4350845252893227,26.0,3.295836866004329,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Đống Đa,3.672463768115942,4.6,1.7227665977411035,20.0,3.044522437723423,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Cầu Giấy,3.7593284029850746,2.000006,1.0986142886661097,15.0,2.772588722239781,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,2.8,1.33500106673234,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Thanh Trì,3.5349787234042553,4.0,1.6094379124341003,30.0,3.4339872044851463,9,1,0,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Thanh Xuân,3.7782608695652176,3.5,1.5040773967762742,25.0,3.258096538021482,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Thanh Xuân,3.7782608695652176,2.0,1.0986122886681098,15.0,2.772588722239781,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,4.5,1.7047480922384253,40.0,3.713572066704308,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Thanh Xuân,3.7782608695652176,4.7,1.7404661748405046,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,5.0,1.791759469228055,25.0,3.258096538021482,7,1,1,1,1,1,1,0,0,1,0
Hà Nội,3.5568077794117645,Thanh Xuân,3.7782608695652176,3.3,1.4586150226995167,25.0,3.258096538021482,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,5.0,1.791759469228055,40.0,3.713572066704308,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Hà Đông,3.740760869565217,3.0,1.3862943611198906,14.0,2.70805020110221,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,1.9,1.0647107369924282,15.0,2.772588722239781,4,1,1,0,0,0,0,1,1,0,0
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,3.6,1.5260563034950494,20.0,3.044522437723423,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Ba Đình,3.9499999999999997,3.0,1.3862943611198906,32.0,3.4965075614664802,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Đống Đa,3.672463768115942,4.5,1.7047480922384253,25.0,3.258096538021482,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,3.7,1.547562508716013,30.0,3.4339872044851463,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Bắc Từ Liêm,3.2885245901639344,2.8,1.33500106673234,18.0,2.9444389791664403,10,1,1,1,1,1,1,1,1,1,1
Hà Nội,3.5568077794117645,Hà Đông,3.740760869565217,3.2,1.4350845252893227,25.0,3.258096538021482,9,1,0,1,1,1,1,1,1,1,1
