Thành_Phố,Thành_Phố_Encoded,Quận_Huyện,Quận_Huyện_Encoded,Giá_Cho_Thuê,Log_Giá,Diện_Tích_m2,Log_Diện_Tích,Tổng_Tiện_Ích,Máy_Lạnh,Nóng_Lạnh,Thang_Máy,Tủ_Lạnh,Máy_Giặt,Đầy_Đủ_Nội_Thất,Có_Gác_Lửng,Bảo_Vệ_An_Ninh,Giờ_Tự_Do,Không_Chung_Chủ
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.2,1.1631508098056809,30.0,3.4339872044851463,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,0.8,0.5877866649021191,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.0,1.0986122886681098,20.0,3.044522437723423,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,3.0,1.3862943611198906,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.5,0.9162907318741551,18.0,2.9444389791664403,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,1.2,0.7884573603642702,16.0,2.833213344056216,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,2.0,1.0986122886681098,40.0,3.713572066704308,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.5,0.9162907318741551,22.0,3.1354942159291497,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,0.9,0.6418538861723948,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.0,1.0986122886681098,30.0,3.4339872044851463,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,1.0,0.6931471805599453,18.0,2.9444389791664403,3,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,2.0,1.0986122886681098,40.0,3.713572066704308,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.0,0.6931471805599453,20.0,3.044522437723423,2,1,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,3.0,1.3862943611198906,30.0,3.4339872044851463,5,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.2,1.1631508098056809,19.0,2.995732273553991,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.4,0.8754687373538999,20.0,3.044522437723423,2,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.6,0.9555114450274363,24.0,3.2188758248682006,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.0,0.6931471805599453,16.0,2.833213344056216,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,12.0,2.5649493574615367,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.2,0.7884573603642702,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,3.5,1.5040773967762742,30.0,3.4339872044851463,6,1,1,0,1,1,1,0,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.3,0.832909122935104,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.0,1.0986122886681098,15.0,2.772588722239781,2,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.8,1.0296194171811583,18.0,2.9444389791664403,3,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.7,0.9932517730102833,16.0,2.833213344056216,5,1,1,0,0,0,0,0,1,1,1
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.0,1.0986122886681098,20.0,3.044522437723423,2,0,1,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.8,1.0296194171811583,36.0,3.6109179126442243,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.7,0.9932517730102833,25.0,3.258096538021482,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.2,1.1631508098056809,15.0,2.772588722239781,2,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.0,1.0986122886681098,50.0,3.9318256327243257,3,1,1,0,0,1,0,0,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.6,0.9555114450274363,15.0,2.772588722239781,3,1,1,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.5,0.9162907318741551,20.0,3.044522437723423,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,20.0,3.044522437723423,4,0,0,0,0,0,0,1,1,1,1
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.5,1.252762968495368,35.0,3.58351893845611,2,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.2,0.7884573603642702,24.0,3.2188758248682006,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.45,0.8960880245566356,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,20.0,3.044522437723423,3,0,0,0,0,0,0,1,0,1,1
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.5,0.9162907318741551,20.0,3.044522437723423,5,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.5,0.9162907318741551,25.0,3.258096538021482,2,0,0,0,0,0,0,0,1,0,1
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.9,1.0647107369924282,20.0,3.044522437723423,5,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.3,1.1939224684724346,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.0,1.0986122886681098,16.0,2.833213344056216,2,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.0,0.6931471805599453,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.8,1.0296194171811583,15.0,2.772588722239781,1,0,0,0,0,0,0,0,0,0,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.5,0.9162907318741551,25.0,3.258096538021482,3,1,0,0,0,1,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.2,1.1631508098056809,20.0,3.044522437723423,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.0,1.0986122886681098,25.0,3.258096538021482,2,1,1,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.0,0.6931471805599453,13.0,2.6390573296152584,3,0,1,0,1,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.5,0.9162907318741551,16.0,2.833213344056216,4,1,1,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.0,1.0986122886681098,20.0,3.044522437723423,5,1,0,0,0,1,0,0,1,1,1
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.0,0.6931471805599453,25.0,3.258096538021482,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.5,1.252762968495368,35.0,3.58351893845611,7,1,1,1,1,0,1,0,1,1,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.8,1.0296194171811583,35.0,3.58351893845611,2,0,0,0,0,0,0,1,0,0,1
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.2,0.7884573603642702,25.0,3.258096538021482,2,0,0,0,0,0,0,0,0,1,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.0,1.0986122886681098,18.0,2.9444389791664403,3,0,0,0,0,0,0,1,1,1,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.8,1.0296194171811583,35.0,3.58351893845611,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.9,1.0647107369924282,35.0,3.58351893845611,2,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,40.0,3.713572066704308,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.5,0.9162907318741551,20.0,3.044522437723423,2,0,1,0,0,0,0,0,0,1,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.2,0.7884573603642702,15.0,2.772588722239781,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,4.5,1.7047480922384253,45.0,3.828641396489095,6,1,1,0,1,1,0,0,1,1,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,4.5,1.7047480922384253,45.0,3.828641396489095,4,1,0,1,0,1,0,0,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.7,0.9932517730102833,15.0,2.772588722239781,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.2,0.7884573603642702,20.0,3.044522437723423,3,0,1,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,3.5,1.5040773967762742,25.0,3.258096538021482,8,1,1,0,1,1,1,1,1,0,1
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.0,1.0986122886681098,40.0,3.713572066704308,4,0,0,0,0,1,0,0,1,1,1
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.6,0.9555114450274363,20.0,3.044522437723423,3,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.4,1.2237754316221157,24.0,3.2188758248682006,2,1,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,3.1,1.410986973710262,30.0,3.4339872044851463,5,1,1,1,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.7,1.308332819650179,25.0,3.258096538021482,5,1,1,1,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.5,1.252762968495368,22.0,3.1354942159291497,4,0,0,0,1,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.5,0.9162907318741551,12.0,2.5649493574615367,2,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,1.8,1.0296194171811583,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.5,0.9162907318741551,20.0,3.044522437723423,3,0,0,0,0,0,0,1,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,18.0,2.9444389791664403,6,1,1,0,1,1,0,0,1,1,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.2,1.1631508098056809,20.0,3.044522437723423,6,1,1,0,1,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,4.5,1.7047480922384253,30.0,3.4339872044851463,5,1,0,1,1,1,1,0,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.4,1.2237754316221157,24.0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,25.0,3.258096538021482,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,25.0,3.258096538021482,5,1,1,0,1,0,1,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,32.0,3.4965075614664802,4,0,0,0,0,1,1,0,1,1,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.5,0.9162907318741551,20.0,3.044522437723423,3,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,0.99,0.688134638736401,30.0,3.4339872044851463,5,1,0,0,1,1,1,0,0,1,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,20.0,3.044522437723423,1,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,35.0,3.58351893845611,3,1,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.3,0.832909122935104,20.0,3.044522437723423,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.7,0.9932517730102833,18.0,2.9444389791664403,5,1,1,0,0,1,0,0,1,1,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.0,1.0986122886681098,30.0,3.4339872044851463,5,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,30.0,3.4339872044851463,1,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.5,1.252762968495368,30.0,3.4339872044851463,5,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,2.0,1.0986122886681098,25.0,3.258096538021482,4,1,1,0,0,0,1,0,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,25.0,3.258096538021482,3,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.5,0.9162907318741551,20.0,3.044522437723423,1,0,0,0,0,0,0,0,0,0,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,3.0,1.3862943611198906,50.0,3.9318256327243257,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.1,0.7419373447293773,22.0,3.1354942159291497,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,3.0,1.3862943611198906,30.0,3.4339872044851463,5,1,1,0,1,1,0,0,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.2,1.1631508098056809,25.0,3.258096538021482,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.0,0.6931471805599453,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.0,1.0986122886681098,25.0,3.258096538021482,6,1,1,0,0,1,0,1,0,1,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.5,0.9162907318741551,15.0,2.772588722239781,3,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.9,1.0647107369924282,15.0,2.772588722239781,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.2,0.7884573603642702,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.7,0.9932517730102833,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,3.0,1.3862943611198906,20.0,3.044522437723423,2,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,20.0,3.044522437723423,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.6,0.9555114450274363,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.8,1.0296194171811583,23.0,3.1780538303479458,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.8,1.0296194171811583,16.0,2.833213344056216,4,0,1,1,0,1,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.0,1.0986122886681098,20.0,3.044522437723423,4,0,0,0,0,0,0,1,1,1,1
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.2,0.7884573603642702,13.0,2.6390573296152584,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.2,0.7884573603642702,18.0,2.9444389791664403,3,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,1.0,0.6931471805599453,25.0,3.258096538021482,3,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.0,1.0986122886681098,30.0,3.4339872044851463,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,6,1,1,0,1,0,0,1,1,0,1
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.0,1.0986122886681098,30.0,3.4339872044851463,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.0,1.0986122886681098,18.5,2.970414465569701,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.2,0.7884573603642702,9.0,2.302585092994046,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,2.5,1.252762968495368,20.0,3.044522437723423,4,1,0,1,1,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.4,1.2237754316221157,15.0,2.772588722239781,5,1,1,0,0,0,0,0,1,1,1
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,30.0,3.4339872044851463,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.2,1.1631508098056809,25.0,3.258096538021482,4,1,1,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.0,0.6931471805599453,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.5,1.252762968495368,30.0,3.4339872044851463,5,1,1,0,1,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.2,1.1631508098056809,25.0,3.258096538021482,5,1,0,0,0,1,0,0,1,1,1
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.0,1.0986122886681098,25.0,3.258096538021482,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.5,1.252762968495368,25.0,3.258096538021482,4,0,0,0,0,1,0,1,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,20.0,3.044522437723423,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.0,0.6931471805599453,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,22.0,3.1354942159291497,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.5,1.252762968495368,20.0,3.044522437723423,6,1,0,0,1,1,0,0,1,1,1
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.5,1.252762968495368,25.0,3.258096538021482,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,1.5,0.9162907318741551,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,3.5,1.5040773967762742,45.0,3.828641396489095,4,1,0,0,0,0,1,0,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.5,1.252762968495368,25.0,3.258096538021482,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,2.5,1.252762968495368,25.0,3.258096538021482,3,0,0,0,0,1,0,1,1,0,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.2,1.1631508098056809,30.0,3.4339872044851463,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.0,1.0986122886681098,32.0,3.4965075614664802,1,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,0.7,0.5306282510621704,10.0,2.3978952727983707,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Sơn Trà,2.4669736842105263,1.0,0.6931471805599453,12.0,2.5649493574615367,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,2.5,1.252762968495368,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,1.0,0.6931471805599453,25.0,3.258096538021482,1,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.5,0.9162907318741551,18.0,2.9444389791664403,1,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,2.200209497206704,Cẩm Lệ,2.2255813953488373,2.3,1.1939224684724346,20.0,3.044522437723423,6,1,1,0,0,1,0,1,1,1,0
Đà Nẵng,2.200209497206704,Hải Châu,2.3805084745762715,1.0,0.6931471805599453,12.0,2.5649493574615367,2,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.4,0.8754687373538999,30.0,3.4339872044851463,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.5,0.9162907318741551,15.0,2.772588722239781,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,3.0,1.3862943611198906,30.0,3.4339872044851463,5,1,1,0,1,1,0,0,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,2.8,1.33500106673234,24.0,3.2188758248682006,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Liên Chiểu,1.8189781021897808,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,1.8,1.0296194171811583,20.0,3.044522437723423,2,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,2.200209497206704,Thanh Khê,2.039622641509434,0.5,0.4054651081081644,50.0,3.9318256327243257,0,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,2.200209497206704,Ngũ Hành Sơn,2.389770114942529,1.2,0.7884573603642702,25.0,3.258096538021482,3,1,1,0,0,1,0,0,0,0,0
